text,label
Do you want 750 anytime any networt NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,phishing sms
You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p$3.99,phishing sms
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with  1500 Bonus Prize, call 09066364589",phishing sms
Bloomberg -Message center +447797706009 Why wait? Apply for your futur,phishing sms
important information 4 orange user . today is your lucky day!2find out why log onto categories/explore/tag://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,phishing sms
Sorry I missed your call let's talk when you have the time. I'm on 07090201529,phishing sms
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate",phishing sms
Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,phishing sms
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",phishing sms
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,phishing sms
Hey I am really * want to chat or see me  text to 08718738034,phishing sms
money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over $1million to give away ! ppt150x3+normal text rate box403 w1t1jy,phishing sms
"complimentary 4 STAR Ibiza Holiday or $10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",phishing sms
important information 4 orange user . today is your lucky day!2find out why log onto search/tags://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,phishing sms
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,phishing sms
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,phishing sms
You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,phishing sms
I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),phishing sms
500 free text msgs. Just text ok to 80488 a or call 08718738034 nd we'll credit your ID,phishing sms
You are a winner U have been specially selected 2 receive $1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+),phishing sms
"Please call our customer service representative on 8927307655 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.4,00,000. FL1PKART TEAM",phishing sms
UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of$2000 CASH 18+only.,phishing sms
Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,phishing sms
"URGENT! Your Mobile number has been awarded with a INR.2,00,000 prize GUARANTEED. Call 7044518857 from land line. Claim 3030. Valid 12hrs only",phishing sms
PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,phishing sms
"As a valued customer, I am pleased to advise you that following recent draw of your Mobile No. you are awarded with a Rs.2,00,000 Bonus Prize, call 6200992462",phishing sms
"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",phishing sms
"ATM BLOCK:Dear customer, Due to our system upgrade your ATM card has just been De-Activated. To Re-Activate call customer care for help 8536074310 now.",phishing sms
We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,phishing sms
"Pvt Finance arranged on cheque basics 4 Business Peoples, Traders, Stockists, Industries & corporate comp, P.M turn over 20L. Cnt-9840139557",phishing sms
"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",phishing sms
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or $1000. To claim txt DIS to 87121 18+6*$1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",phishing sms
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",phishing sms
T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,phishing sms
"Dear V0DAF0NE Customer,You are a 5,00,000 winner of Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 7679046492 Now!",phishing sms
A $400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a $400 reward. Just call 09066380611,phishing sms
You have 1 new voicemail. Please call 08719181503,phishing sms
"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",phishing sms
"Please call our customer service representative on 8536074310 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.10,00,000. FL1PKART TEAM",phishing sms
You have 1 new message. Please call 08715205273,phishing sms
U have WoN $100 of  Gift Vouchers week starting NOW  call now 08718738034,phishing sms
You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p$3.99,phishing sms
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 0905809458,phishing sms
"Dear customer your PAY2TMKYC has been expired, Its will be bl0cked within 24 hour, please contact customer! Care ph 7908807538 ASAP to verify",phishing sms
"Dear V0DAF0NE Customer,You are a 5,00,000 winner of Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 7044518857 Now!",phishing sms
"Dear Customer,U've been selected to stay in F1VE STAR hotels - FOR T0DAY'S DRAW! Holiday valued at INR 5,00,000.Dial 7679046492 to claim",phishing sms
We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,phishing sms
URGENT! We are trying to contact U. Todays draw shows that you have won a $800 prize GUARANTEED. Call 09050003092 from land line. Claim C52. Valid 12hrs only,phishing sms
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",phishing sms
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",phishing sms
We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,phishing sms
Dear (paytm)customer your paytm KYC has been suspended PAY-TM office PH 7044518857 Your Paytm A/C will block within 24hr Thank you.,phishing sms
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,phishing sms
"Congratulations! Thanks to a good friend U have WON the $2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",phishing sms
"WINNER!7827156256 is chosen for $2500 CASH prize, call+38977148576 now",phishing sms
"Congrats, Your Product Order at Paytm Mall Pvt. Ltd. Is accepted. Message  Your Name Company and account number to PH 7679046492",phishing sms
Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencetag://www.vouch4me.com/etlp/dining.asp,phishing sms
"GOV.UK ALERT CORONAVIRUS It has come to our attention that you have been out of the house more than once. Due to this irresponsible behaviour, we are issuing you a formal warning and 250 fine. If this continues, the fine could increase to a maximum of 5000 and/or an arrest. Payment will be taken automatically out of your banking. Call 0800345 9999 for any enquiries or to appeal.",phishing sms
You have been randomly selected for a BestBuy gift. Get your $1000 gift card at www.bestbuy.com.your-a-winner.net/?id-ichrfcycylck,phishing sms
"URGENT! Your Mobile No 07808726822 was awarded a $2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",phishing sms
"ATM BLOCK:Dear customer, Due to our system upgrade your ATM card has just been De-Activated. To Activate call customer care for help 6200992462 now.",phishing sms
"YOUR MOBILE NUMBER HAS WON 3.6 CRORE FROM SAMSUNG UK AWARD TO RECEIVE YOUR PRIZE,SEND UR NAME, MOBILE,N0,ADDRES, AGE,SEX, OCCUP TOsamsungzoneuk@outlook.com",phishing sms
Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,phishing sms
Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,phishing sms
Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net $1.50pm approx 3mins,phishing sms
"URGENT! Dear FL1PKART Customer, We are trying to contact you. Last weekends draw shows that you w0n a Rs.4,00,000 prize GUARANTEED. Call 8927307655. Claim Code LUCKY52. Valid 12hrs only.",phishing sms
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,phishing sms
"Dear Sir Your Bank card has been blocked because you did not refreshd yet, If you want to refresh your ATM card please contact +971586153091 +971523182746",phishing sms
Please CALL 08712402779 now as there is an urgent message waiting for you,phishing sms
"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",phishing sms
"Dear Sir Your Bank card has been blocked because you did not changed yet, If you want to change your ATM card please contact +971586153091 +971523182746",phishing sms
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,phishing sms
Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,phishing sms
"Prem Jewellrs Vijaynagar Lucky draw scheme , monthly Rs 300 for 12 month, every month lucky member will be given Rs3600 gold or silver article.Call-9008097492",phishing sms
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 0906517113-stopsms-08,phishing sms
"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",phishing sms
You have 1 new message. Please call 08715205273,phishing sms
Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,phishing sms
"Congratulations! Thanks to a good friend U have WON the $2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",phishing sms
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? call 08000930705 NOW,phishing sms
"Dear V0DAF0NE Customer,You are a W1NNER of Rs. 1,00,000 Guaranteed Prize, this is our Final attempt to contact you! To Claim Call 6299257179 Now!",phishing sms
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",phishing sms
PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,phishing sms
We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,phishing sms
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,phishing sms
Promotion Number: 8714714 - UR awarded a City Break and could WIN a $200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 $1.50perWKsub,phishing sms
Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,phishing sms
We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,phishing sms
Reminder: You have not downloaded the content you have already paid for. Goto category/tags/explore://doit. mymoby. tv/ to collect your content.,phishing sms
URGENT! We are trying to contact U. Todays draw shows that you have won a $800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,phishing sms
XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a $400 reward. Just call 09066380644,phishing sms
We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,phishing sms
You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p$3.99,phishing sms
Promotion Number: 8714714 - UR awarded a City Break and  a $200 Summer Shopping spree. 08718738034,phishing sms
todays vodafone numbers ending with 0089(my last four digits) are selected to received a $350 award. If your number matches please call 09063442151 to claim your $350 award,phishing sms
Dear PAYTM customer your Paytm KYC has expired. Contact customer care No-8536074310 now. your banking will Block within 24 hr. Thank you PAYTM TEAM.,phishing sms
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,phishing sms
Congratulation! Your Mobile No was selected as a winner of E2000.000.00 on EURO-MEGA DRAW with Draw number EU-0906767 Email robertdep34@gmail.comfor claims,phishing sms
"Congrats 2 mobile 3G Videophones R yours. call 09063458120 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl.",phishing sms
Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9,phishing sms
money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over $1million to give away ! ppt150x3+normal text rate box403 w1t1jy,phishing sms
URGENT! Your Mobile number has been awarded with a $2000 prize GUARANTEED. Call 09061790321 from land line. Claim 3030. Valid 12hrs only 150ppm,phishing sms
"(Alert) Your Rbc Royal Bank has been suspended. To unlock your ID, check this: search://reac.mobi/@mobile",phishing sms
money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over $1million to give away ! ppt150x3+normal text rate box403 w1t1jy,phishing sms
Moby Pub Quiz.Win a $100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP $1.50 008704050406 SP,phishing sms
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a $1000 prize! Txt word: COLLECT to No: 83355!",phishing sms
U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,phishing sms
Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,phishing sms
Natalja (25/F) is inviting you to be her friend. Call 08718738034,phishing sms
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,phishing sms
Congratulations YOU'VE Won. You're a Winner in our August $1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,phishing sms
"Dear customer your PAY2TMKYC has been expired, Its will be bl0cked within 24 hour, please contact customer! Care ph 7908807538 now to verify",phishing sms
Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm,phishing sms
"Dear Customer,U've been selected to stay in F1VE STAR hotels - FOR T0DAY'S DRAW! Holiday valued at INR 5,00,000.Dial 7044518857 to claim",phishing sms
Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app,phishing sms
You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,phishing sms
"(Alert) Your Rbc Royal Bank has been suspended. To unlock your credentials, visit now: wp-content/wp-content/wp-content://reac.mobi/@mobile",phishing sms
CDs 4u: Congratulations ur awarded $500 of CD gift vouchers or $125 gift guaranteed & Freeentry 2 $100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16,phishing sms
Congratulations YOU'VE Won. You're a Winner in our August $1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,phishing sms
A transaction of AUD 590.3 was made with your bank account on 08/02/17 11:17:37 if unauthorised follow this link categories/category/category://gommbanklogin:netbank.com,phishing sms
"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",phishing sms
URGENT! Your Mobile number has been awarded with a $2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,phishing sms
Bloomberg -Message center +447797706009 Why wait? Apply for your futur,phishing sms
Todays Voda numbers ending with 7634 are selected to receive a $350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,phishing sms
You have 1 new message. Please call 08715205273,phishing sms
You have an outstanding tax refund of 578.44G8P for the tax year 15/16. Please fill out the following form to process your refund list:///hmrc.taxrebate.co.uk,phishing sms
Your SAM registration has been received! Click here to complete the processwp-content://rghst.xyz/NPHTmtb Reply STOP 2 opt out of future texts,phishing sms
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a $1500 Bonus Prize, call 09066364589",phishing sms
"For ur chance to win a $250 wkly shopping spree TXT: SHOP to 80878. T's&C's  custcare 08715705022, 1x150p/wk",phishing sms
Todays Voda numbers ending with 7634 are selected to receive a $350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,phishing sms
You have 1 new message. Please call 08712400200.,phishing sms
"449050000301 You have won a $2,000 price! To claim, call 09050000301.",phishing sms
Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,phishing sms
"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p",phishing sms
"WINNER!7827156256 is chosen for $2500 CASH prize, call+38977148576 now",phishing sms
83039 62735=$450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541,phishing sms
URGENT! Your Mobile number has been awarded with a $2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,phishing sms
Dear PAYTM customer your Paytm KYC has expired. Contact customer care No-6299257179 now. your profile will Block within 24 hr. Thank you PAYTM TEAM.,phishing sms
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or $1000. To claim txt DIS to 87121 18+6*$1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",phishing sms
YOU HAVE WON! As a valued Fuentes Inc customer our computer has picked YOU to win a $150 prize. To collect is easy. Just call 09061743386,phishing sms
We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,phishing sms
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",phishing sms
You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,phishing sms
Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,phishing sms
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or $1000. To claim txt DIS to 87121 18+6*$1.50",phishing sms
URGENT: IRELAND GOV has issued a payment of 350  to all residents as part of its promise to battle COVID 19. Tap here to apply: tag/list://url.ie/17j80,phishing sms
"WELL DONE! Your 4* Costa Del Sol Holiday or $5000 await collection. Call 09050090033 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost$1.50/pm, Max10mins",phishing sms
"ATM BLOCK:Dear customer, Due to our system upgrade your ATM card has just been BL0CKED. To Re-Activate call customer care for help 7044518857 now.",phishing sms
Camera - You are awarded a SiPix Digital Camera! call 09061221067 fromm landline. Delivery within 28 days.,phishing sms
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",phishing sms
UR awarded a City Break and could WIN a $200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+$1.50perWKsub,phishing sms
Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,phishing sms
Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,phishing sms
UR awarded a City Break and could WIN a $200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+$1.50perWKsub,phishing sms
"ATM BLOCK:Dear customer, Due to our system upgrade your ATM card has just been BL0CKED. To Re-Activate call customer care for help 8927307655 now.",phishing sms
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938768 to amend now!,phishing sms
You are a winner U have been specially selected 2 receive $1000 cash  speak to a live operator 2 claim 0871277810810,phishing sms
"Dear customer your PAY2TMKYC has been expired, Its will be bl0cked within 24 hour, please contact customer! Care ph 8536074310 now to verify",phishing sms
You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,phishing sms
"Loan for any purpose $500 - $75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",phishing sms
"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",phishing sms
"ATM BLOCK:Dear customer, Due to our system upgrade your ATM card has just been De-Activated. To Re-Activate call customer care for help 8536074310 now.",phishing sms
UR Mobile Number Won 2Crores 35Lakh Rupees In Chevrolet Motors Award 2015 For Claim Send Name Phone Number Address  Age ToEmail:chevmotorlondon@hotmail.com,phishing sms
"URGENT! Your Mobile number has been awarded with a INR.2,00,000 prize GUARANTEED. Call 8927307655 from land line. Claim 3030. Valid 12hrs only",phishing sms
YOU HAVE WON! As a valued Heath Group customer our computer has picked YOU to win a $350 prize. To collect is easy. Just call 09061743385,phishing sms
You have WON a guaranteed $1000 cash or a $2000 prize.To claim yr prize call our customer service representative on 08714712413,phishing sms
"URGENT! Your Mobile number has been awarded with a INR.2,00,000 prize GUARANTEED. Call 6299257179 from land line. Claim 3030. Valid 12hrs only",phishing sms
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209467 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",phishing sms
"Your Number has won 365,000 pounds and two mobile phones in the ongoing COCACOLA/UK PROMO. Contact MR. Billy: cocacolaclaimsoffice@yahoo.com +447014233755",phishing sms
Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,phishing sms
"Todays Palmer, Ramirez and Ross numbers ending 8023 are selected to receive a Rs.2,00,000 award. If you have a match please call 8927307655 quoting claim code 6001 standard rates apply",phishing sms
"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",phishing sms
"URGENT! Dear FL1PKART Customer, We are trying to contact you. Last weekends draw shows that you w0n a Rs.8,00,000 prize GUARANTEED. Call 6200992462. Claim Code N32. Valid 12hrs only.",phishing sms
"Update Message to User,Log on to Verity your login and choose your Existing Questions and Answers correctly Click explore://tdbankmobile.cleanbeautytalk.c om/tdmobile Internet support team.",phishing sms
"ATM BLOCK:Dear customer, Due to our system upgrade your ATM card has just been De-Activated. To Activate call customer care for help 6200992462 now.",phishing sms
Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch,phishing sms
83039 62735=$450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541,phishing sms
"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",phishing sms
PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04,phishing sms
URGENT! We are trying to contact U. Todays draw shows that you have won a $800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,phishing sms
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,phishing sms
"Today's Offer! Claim ur $150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. $3.00 Sub. 16 . Unsub reply X",phishing sms
What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,phishing sms
Do you want a New Nokia 3510i colour phone DeliveredTomorrow? Wit 100 free texts + Free Camcorder reply or call 08000930705,phishing sms
"Last Chance! Claim ur $150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. $3.00 Sub. 16",phishing sms
U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,phishing sms
"URGENT! Your Mobile number has been awarded with a INR.2,00,000 prize GUARANTEED. Call 6200992462 from land line. Claim 3030. Valid 12hrs only",phishing sms
"Nationwide has noticed your debit card was recently used on 22-10-2016 15:04:43, at APPLE ONLINE STORE FOR 1500.00 GBP. If not you please urgently call fraud prevention on 03303800231 or intl +443303800231. Do not reply by sms explore://ww.Nationwide.co.uk/",phishing sms
Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,phishing sms
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,phishing sms
Phony $350 award - Todays Voda numbers ending XXXX are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,phishing sms
Do you want 750 anytime any networt NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,phishing sms
Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,phishing sms
Dear (paytm)customer your paytm KYC has been suspended PAY-TM office PH 7044518857 Your Paytm A/C will block within 24hr Thank you.,phishing sms
URGENT! Your Mobile number has been awarded with a $2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,phishing sms
Reminder: You have not downloaded the content you have already paid for. Goto blog/tag://doit. mymoby. tv/ to collect your content.,phishing sms
Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,phishing sms
"Apple has detected an unauthorized sign-in to your Cloud account. If this message goes without reply, Apple will be forced to suspend your credentials. Please verify this iCloud device by sending your correct Lynch Ltd ID and password via text message.",phishing sms
We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,phishing sms
URGENT! We are trying to contact U. Todays draw shows that you have won a $800 prize GUARANTEED. Call 09050001809 from land line. Claim M95. Valid12hrs only,phishing sms
WIN URGENT! Your mobile number has been awarded with a $2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm,phishing sms
Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,phishing sms
U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,phishing sms
You are a winner U have been specially selected 2 receive $2000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910,phishing sms
Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,phishing sms
T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,phishing sms
07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,phishing sms
<Forwarded from 448712404000>Please CALL 08712404000 now as there is an urgent message waiting for you.,phishing sms
