body text,type of email
"Hi Chris, just checking in to ensure everything is running smoothly on your end. Best, Sophia",Safe Email
"Hi Chris, just checking in to ensure everything is running smoothly on your end. Best, Ava",Safe Email
"Dear Alex, you've been selected to receive a $1000 gift card. Claim your reward here. Best, Rewards Center",Phishing Email
"Dear Casey, your account has been flagged for suspicious activity. Click here to verify now. Sincerely, Support Team",Phishing Email
"Hi Sam, as discussed, here's the document we talked about. Let me know your thoughts. Warm wishes, Daniel",Safe Email
"Hi Taylor, you have a pending payment that must be cleared to avoid penalties. Pay now. Thanks, Accounts Team",Phishing Email
"Dear Jane, your account has been flagged for suspicious activity. Click here to verify now. Sincerely, Support Team",Phishing Email
"Hi Taylor, thank you for attending the recent seminar. Your participation made a difference. Cheers, Noah",Safe Email
"Hello Alex, reset your email password immediately to avoid being locked out. Click here. Thanks, Email Admin",Phishing Email
"Dear Jane, access your confidential report by logging in here. It's only available for 24 hours. Regards, Admin",Phishing Email
"Hello Alex, please review the attached invoice for this month's services. Thank you, Ethan",Safe Email
"Dear Jane, your cloud storage is almost full. Upgrade your plan here to avoid data loss. Best, Cloud Services",Phishing Email
"Dear Sam, we couldn't deliver your package due to incorrect address. Confirm it here. Sincerely, Courier Service",Phishing Email
"Hi Sam, your tax refund is ready. Submit your details to receive it now. Regards, Finance Office",Phishing Email
"Hello Casey, we're excited to share the latest updates from our team. Hope you find them useful. Best, Olivia",Safe Email
"Dear Casey, we couldn't deliver your package due to incorrect address. Confirm it here. Sincerely, Courier Service",Phishing Email
"Hello John, we're excited to share the latest updates from our team. Hope you find them useful. Best, Liam",Safe Email
"Hello Drew, please review the attached invoice for this month's services. Thank you, Sophia",Safe Email
"Hello John, we're excited to share the latest updates from our team. Hope you find them useful. Best, Ethan",Safe Email
"Dear Chris, your cloud storage is almost full. Upgrade your plan here to avoid data loss. Best, Cloud Services",Phishing Email
"Dear Chris, I hope this message finds you well. Just a quick note to remind you of our meeting scheduled for Wednesday afternoon. Best regards, Liam",Safe Email
"Dear Jordan, your subscription has been extended successfully. We appreciate your continued support. Sincerely, Sophia",Safe Email
"Hi Morgan, as discussed, here's the document we talked about. Let me know your thoughts. Warm wishes, Emily",Safe Email
"Dear Jane, your account has been flagged for suspicious activity. Click here to verify now. Sincerely, Support Team",Phishing Email
"Dear Alex, please find attached your performance summary for this quarter. Let me know if you have questions. Regards, Emily",Safe Email
"Dear Alex, thank you for your prompt response. We'll proceed as agreed. Warm regards, Michael",Safe Email
"Dear Jane, we couldn't deliver your package due to incorrect address. Confirm it here. Sincerely, Courier Service",Phishing Email
"Hello Casey, reset your email password immediately to avoid being locked out. Click here. Thanks, Email Admin",Phishing Email
"Hello Chris, we're excited to share the latest updates from our team. Hope you find them useful. Best, Ethan",Safe Email
"Dear Sam, your subscription has been extended successfully. We appreciate your continued support. Sincerely, Liam",Safe Email
"Hello Drew, reset your email password immediately to avoid being locked out. Click here. Thanks, Email Admin",Phishing Email
"Hi Taylor, as discussed, here's the document we talked about. Let me know your thoughts. Warm wishes, Ava",Safe Email
"Hi John, you have a pending payment that must be cleared to avoid penalties. Pay now. Thanks, Accounts Team",Phishing Email
"Hi Casey, your payment could not be processed. Please update your billing details at this link. Thanks, Billing Dept.",Phishing Email
"Dear Sam, your cloud storage is almost full. Upgrade your plan here to avoid data loss. Best, Cloud Services",Phishing Email
"Hi Jane, your payment could not be processed. Please update your billing details at this link. Thanks, Billing Dept.",Phishing Email
"Hello Chris, looking forward to seeing you at the workshop next week. Let’s catch up then. Regards, Emily",Safe Email
"Hello Alex, we're excited to share the latest updates from our team. Hope you find them useful. Best, Liam",Safe Email
"Dear Jordan, we couldn't deliver your package due to incorrect address. Confirm it here. Sincerely, Courier Service",Phishing Email
"Dear Alex, your cloud storage is almost full. Upgrade your plan here to avoid data loss. Best, Cloud Services",Phishing Email
"Dear Chris, your subscription has been extended successfully. We appreciate your continued support. Sincerely, Sophia",Safe Email
"Dear Drew, you've been selected to receive a $1000 gift card. Claim your reward here. Best, Rewards Center",Phishing Email
"Dear Jane, you've been selected to receive a $1000 gift card. Claim your reward here. Best, Rewards Center",Phishing Email
"Hi Morgan, your tax refund is ready. Submit your details to receive it now. Regards, Finance Office",Phishing Email
"Hi Taylor, your tax refund is ready. Submit your details to receive it now. Regards, Finance Office",Phishing Email
"Dear Drew, your subscription has been extended successfully. We appreciate your continued support. Sincerely, Michael",Safe Email
"Hello Taylor, looking forward to seeing you at the workshop next week. Let’s catch up then. Regards, Ethan",Safe Email
"Dear Chris, I hope this message finds you well. Just a quick note to remind you of our meeting scheduled for this Thursday. Best regards, Noah",Safe Email
"Dear Jane, your subscription has been extended successfully. We appreciate your continued support. Sincerely, Michael",Safe Email
"Dear Jane, we couldn't deliver your package due to incorrect address. Confirm it here. Sincerely, Courier Service",Phishing Email
"Hi John, as discussed, here's the document we talked about. Let me know your thoughts. Warm wishes, Emily",Safe Email
"Dear Jordan, please find attached your performance summary for this quarter. Let me know if you have questions. Regards, Noah",Safe Email
"Hello Chris, we're excited to share the latest updates from our team. Hope you find them useful. Best, Olivia",Safe Email
"Hi Morgan, your payment could not be processed. Please update your billing details at this link. Thanks, Billing Dept.",Phishing Email
"Dear Taylor, access your confidential report by logging in here. It's only available for 24 hours. Regards, Admin",Phishing Email
"Dear Casey, we couldn't deliver your package due to incorrect address. Confirm it here. Sincerely, Courier Service",Phishing Email
"Hello Jordan, reset your email password immediately to avoid being locked out. Click here. Thanks, Email Admin",Phishing Email
"Dear Alex, please find attached your performance summary for this quarter. Let me know if you have questions. Regards, Liam",Safe Email
"Dear Casey, your cloud storage is almost full. Upgrade your plan here to avoid data loss. Best, Cloud Services",Phishing Email
"Hello Chris, looking forward to seeing you at the workshop next week. Let’s catch up then. Regards, Emily",Safe Email
"Dear Casey, please find attached your performance summary for this quarter. Let me know if you have questions. Regards, Emily",Safe Email
"Hi Sam, thank you for attending the recent seminar. Your participation made a difference. Cheers, Emily",Safe Email
"Dear John, we couldn't deliver your package due to incorrect address. Confirm it here. Sincerely, Courier Service",Phishing Email
"Dear Alex, please find attached your performance summary for this quarter. Let me know if you have questions. Regards, Liam",Safe Email
"Hello Chris, please review the attached invoice for this month's services. Thank you, Emily",Safe Email
"Hello Alex, we've noticed unusual login attempts on your account. Confirm your identity here. Regards, IT Admin",Phishing Email
"Hi Chris, you have a pending payment that must be cleared to avoid penalties. Pay now. Thanks, Accounts Team",Phishing Email
"Dear Alex, you've been selected to receive a $1000 gift card. Claim your reward here. Best, Rewards Center",Phishing Email
"Hi Chris, just checking in to ensure everything is running smoothly on your end. Best, Sophia",Safe Email
"Dear Morgan, your subscription has been extended successfully. We appreciate your continued support. Sincerely, Ethan",Safe Email
"Hello Jordan, we're excited to share the latest updates from our team. Hope you find them useful. Best, Michael",Safe Email
"Dear Jane, access your confidential report by logging in here. It's only available for 24 hours. Regards, Admin",Phishing Email
"Hi Jordan, thank you for attending the recent seminar. Your participation made a difference. Cheers, Michael",Safe Email
"Hello Taylor, please review the attached invoice for this month's services. Thank you, Sophia",Safe Email
"Hello Morgan, we've noticed unusual login attempts on your account. Confirm your identity here. Regards, IT Admin",Phishing Email
"Hello John, we've noticed unusual login attempts on your account. Confirm your identity here. Regards, IT Admin",Phishing Email
"Hi Drew, you have a pending payment that must be cleared to avoid penalties. Pay now. Thanks, Accounts Team",Phishing Email
"Dear Chris, you've been selected to receive a $1000 gift card. Claim your reward here. Best, Rewards Center",Phishing Email
"Dear Sam, please find attached your performance summary for this quarter. Let me know if you have questions. Regards, Daniel",Safe Email
"Dear Casey, access your confidential report by logging in here. It's only available for 24 hours. Regards, Admin",Phishing Email
"Hello Jane, please review the attached invoice for this month's services. Thank you, Olivia",Safe Email
"Hello Sam, reset your email password immediately to avoid being locked out. Click here. Thanks, Email Admin",Phishing Email
"Hello Alex, we're excited to share the latest updates from our team. Hope you find them useful. Best, Noah",Safe Email
"Dear Morgan, your cloud storage is almost full. Upgrade your plan here to avoid data loss. Best, Cloud Services",Phishing Email
"Dear Jordan, your cloud storage is almost full. Upgrade your plan here to avoid data loss. Best, Cloud Services",Phishing Email
"Dear Morgan, your account has been flagged for suspicious activity. Click here to verify now. Sincerely, Support Team",Phishing Email
"Dear John, we couldn't deliver your package due to incorrect address. Confirm it here. Sincerely, Courier Service",Phishing Email
"Hi Sam, as discussed, here's the document we talked about. Let me know your thoughts. Warm wishes, Noah",Safe Email
"Hi Sam, thank you for attending the recent seminar. Your participation made a difference. Cheers, Olivia",Safe Email
"Hi Alex, as discussed, here's the document we talked about. Let me know your thoughts. Warm wishes, Michael",Safe Email
"Dear John, I hope this message finds you well. Just a quick note to remind you of our meeting scheduled for 10 AM tomorrow. Best regards, Ethan",Safe Email
"Dear Alex, please find attached your performance summary for this quarter. Let me know if you have questions. Regards, Emily",Safe Email
"Hi Taylor, your tax refund is ready. Submit your details to receive it now. Regards, Finance Office",Phishing Email
"Dear Alex, your cloud storage is almost full. Upgrade your plan here to avoid data loss. Best, Cloud Services",Phishing Email
"Dear John, please find attached your performance summary for this quarter. Let me know if you have questions. Regards, Daniel",Safe Email
"Hello Casey, looking forward to seeing you at the workshop next week. Let’s catch up then. Regards, Sophia",Safe Email
"Dear Sam, you've been selected to receive a $1000 gift card. Claim your reward here. Best, Rewards Center",Phishing Email
"Dear Casey, your cloud storage is almost full. Upgrade your plan here to avoid data loss. Best, Cloud Services",Phishing Email
"Hello Jane, reset your email password immediately to avoid being locked out. Click here. Thanks, Email Admin",Phishing Email
"Hi Casey, as discussed, here's the document we talked about. Let me know your thoughts. Warm wishes, Michael",Safe Email
"Hello John, please review the attached invoice for this month's services. Thank you, Mia",Safe Email
"Dear Casey, thank you for your prompt response. We'll proceed as agreed. Warm regards, Sophia",Safe Email
"Hi Jane, your payment could not be processed. Please update your billing details at this link. Thanks, Billing Dept.",Phishing Email
"Hello Jane, we're excited to share the latest updates from our team. Hope you find them useful. Best, Noah",Safe Email
"Hi Jordan, thank you for attending the recent seminar. Your participation made a difference. Cheers, Mia",Safe Email
"Dear Chris, your account has been flagged for suspicious activity. Click here to verify now. Sincerely, Support Team",Phishing Email
"Dear Chris, your subscription has been extended successfully. We appreciate your continued support. Sincerely, Emily",Safe Email
"Dear Drew, I hope this message finds you well. Just a quick note to remind you of our meeting scheduled for 10 AM tomorrow. Best regards, Daniel",Safe Email
"Hi Chris, just checking in to ensure everything is running smoothly on your end. Best, Sophia",Safe Email
"Dear Casey, please find attached your performance summary for this quarter. Let me know if you have questions. Regards, Olivia",Safe Email
"Dear Jordan, thank you for your prompt response. We'll proceed as agreed. Warm regards, Emily",Safe Email
"Hi Morgan, you have a pending payment that must be cleared to avoid penalties. Pay now. Thanks, Accounts Team",Phishing Email
"Hello Taylor, please review the attached invoice for this month's services. Thank you, Daniel",Safe Email
"Hi Taylor, as discussed, here's the document we talked about. Let me know your thoughts. Warm wishes, Olivia",Safe Email
"Hello Chris, we're excited to share the latest updates from our team. Hope you find them useful. Best, Mia",Safe Email
"Hello Drew, we're excited to share the latest updates from our team. Hope you find them useful. Best, Sophia",Safe Email
"Hello Casey, looking forward to seeing you at the workshop next week. Let’s catch up then. Regards, Daniel",Safe Email
"Dear Sam, access your confidential report by logging in here. It's only available for 24 hours. Regards, Admin",Phishing Email
"Hi Casey, just checking in to ensure everything is running smoothly on your end. Best, Michael",Safe Email
"Hi Alex, your tax refund is ready. Submit your details to receive it now. Regards, Finance Office",Phishing Email
"Dear Casey, thank you for your prompt response. We'll proceed as agreed. Warm regards, Liam",Safe Email
"Hi Drew, as discussed, here's the document we talked about. Let me know your thoughts. Warm wishes, Ethan",Safe Email
"Dear Jordan, you've been selected to receive a $1000 gift card. Claim your reward here. Best, Rewards Center",Phishing Email
"Hi Casey, as discussed, here's the document we talked about. Let me know your thoughts. Warm wishes, Sophia",Safe Email
"Hello Drew, we're excited to share the latest updates from our team. Hope you find them useful. Best, Liam",Safe Email
"Dear Taylor, your subscription has been extended successfully. We appreciate your continued support. Sincerely, Michael",Safe Email
"Dear Chris, we couldn't deliver your package due to incorrect address. Confirm it here. Sincerely, Courier Service",Phishing Email
"Dear Casey, your cloud storage is almost full. Upgrade your plan here to avoid data loss. Best, Cloud Services",Phishing Email
"Hi Chris, just checking in to ensure everything is running smoothly on your end. Best, Noah",Safe Email
"Dear John, your subscription has been extended successfully. We appreciate your continued support. Sincerely, Michael",Safe Email
"Hi Morgan, thank you for attending the recent seminar. Your participation made a difference. Cheers, Ethan",Safe Email
"Hi Sam, your payment could not be processed. Please update your billing details at this link. Thanks, Billing Dept.",Phishing Email
"Dear Chris, thank you for your prompt response. We'll proceed as agreed. Warm regards, Olivia",Safe Email
"Hi Taylor, your payment could not be processed. Please update your billing details at this link. Thanks, Billing Dept.",Phishing Email
"Hi Chris, as discussed, here's the document we talked about. Let me know your thoughts. Warm wishes, Noah",Safe Email
"Hi Morgan, thank you for attending the recent seminar. Your participation made a difference. Cheers, Ava",Safe Email
"Hello Drew, we've noticed unusual login attempts on your account. Confirm your identity here. Regards, IT Admin",Phishing Email
"Hi Sam, just checking in to ensure everything is running smoothly on your end. Best, Liam",Safe Email
"Dear Jordan, your account has been flagged for suspicious activity. Click here to verify now. Sincerely, Support Team",Phishing Email
"Dear Jane, your cloud storage is almost full. Upgrade your plan here to avoid data loss. Best, Cloud Services",Phishing Email
"Hi Jordan, you have a pending payment that must be cleared to avoid penalties. Pay now. Thanks, Accounts Team",Phishing Email
"Hi Jane, you have a pending payment that must be cleared to avoid penalties. Pay now. Thanks, Accounts Team",Phishing Email
"Hello Jordan, we're excited to share the latest updates from our team. Hope you find them useful. Best, Sophia",Safe Email
"Dear Sam, your account has been flagged for suspicious activity. Click here to verify now. Sincerely, Support Team",Phishing Email
"Hello Morgan, looking forward to seeing you at the workshop next week. Let’s catch up then. Regards, Ava",Safe Email
"Hi Sam, you have a pending payment that must be cleared to avoid penalties. Pay now. Thanks, Accounts Team",Phishing Email
"Dear Jordan, your cloud storage is almost full. Upgrade your plan here to avoid data loss. Best, Cloud Services",Phishing Email
"Dear Jane, your subscription has been extended successfully. We appreciate your continued support. Sincerely, Mia",Safe Email
"Dear Alex, we couldn't deliver your package due to incorrect address. Confirm it here. Sincerely, Courier Service",Phishing Email
"Hi Jane, your tax refund is ready. Submit your details to receive it now. Regards, Finance Office",Phishing Email
"Dear Sam, please find attached your performance summary for this quarter. Let me know if you have questions. Regards, Emily",Safe Email
"Hello Taylor, we're excited to share the latest updates from our team. Hope you find them useful. Best, Noah",Safe Email
"Hello Chris, we've noticed unusual login attempts on your account. Confirm your identity here. Regards, IT Admin",Phishing Email
"Hi Taylor, your tax refund is ready. Submit your details to receive it now. Regards, Finance Office",Phishing Email
"Dear Chris, your cloud storage is almost full. Upgrade your plan here to avoid data loss. Best, Cloud Services",Phishing Email
"Hello Sam, reset your email password immediately to avoid being locked out. Click here. Thanks, Email Admin",Phishing Email
"Hi Jordan, your payment could not be processed. Please update your billing details at this link. Thanks, Billing Dept.",Phishing Email
"Dear Jordan, thank you for your prompt response. We'll proceed as agreed. Warm regards, Liam",Safe Email
"Dear Chris, you've been selected to receive a $1000 gift card. Claim your reward here. Best, Rewards Center",Phishing Email
"Hi Casey, just checking in to ensure everything is running smoothly on your end. Best, Michael",Safe Email
"Hello Casey, please review the attached invoice for this month's services. Thank you, Ethan",Safe Email
"Dear John, access your confidential report by logging in here. It's only available for 24 hours. Regards, Admin",Phishing Email
"Hi Morgan, thank you for attending the recent seminar. Your participation made a difference. Cheers, Ethan",Safe Email
"Dear Taylor, please find attached your performance summary for this quarter. Let me know if you have questions. Regards, Ethan",Safe Email
"Dear Jane, thank you for your prompt response. We'll proceed as agreed. Warm regards, Mia",Safe Email
"Dear Alex, access your confidential report by logging in here. It's only available for 24 hours. Regards, Admin",Phishing Email
"Hi Sam, thank you for attending the recent seminar. Your participation made a difference. Cheers, Emily",Safe Email
"Hello Chris, please review the attached invoice for this month's services. Thank you, Emily",Safe Email
"Dear Sam, we couldn't deliver your package due to incorrect address. Confirm it here. Sincerely, Courier Service",Phishing Email
"Hi Casey, as discussed, here's the document we talked about. Let me know your thoughts. Warm wishes, Emily",Safe Email
"Dear John, your cloud storage is almost full. Upgrade your plan here to avoid data loss. Best, Cloud Services",Phishing Email
"Hello Jordan, reset your email password immediately to avoid being locked out. Click here. Thanks, Email Admin",Phishing Email
"Dear Chris, we couldn't deliver your package due to incorrect address. Confirm it here. Sincerely, Courier Service",Phishing Email
"Dear Drew, please find attached your performance summary for this quarter. Let me know if you have questions. Regards, Emily",Safe Email
"Hello John, reset your email password immediately to avoid being locked out. Click here. Thanks, Email Admin",Phishing Email
"Hi Jordan, your tax refund is ready. Submit your details to receive it now. Regards, Finance Office",Phishing Email
"Hello Jordan, reset your email password immediately to avoid being locked out. Click here. Thanks, Email Admin",Phishing Email
"Dear Sam, your subscription has been extended successfully. We appreciate your continued support. Sincerely, Ethan",Safe Email
"Dear Jordan, you've been selected to receive a $1000 gift card. Claim your reward here. Best, Rewards Center",Phishing Email
"Hi Chris, your tax refund is ready. Submit your details to receive it now. Regards, Finance Office",Phishing Email
"Hello Sam, reset your email password immediately to avoid being locked out. Click here. Thanks, Email Admin",Phishing Email
"Hi Drew, you have a pending payment that must be cleared to avoid penalties. Pay now. Thanks, Accounts Team",Phishing Email
"Dear Jordan, please find attached your performance summary for this quarter. Let me know if you have questions. Regards, Mia",Safe Email
"Dear John, your account has been flagged for suspicious activity. Click here to verify now. Sincerely, Support Team",Phishing Email
"Dear Drew, please find attached your performance summary for this quarter. Let me know if you have questions. Regards, Ava",Safe Email
"Dear Jordan, please find attached your performance summary for this quarter. Let me know if you have questions. Regards, Daniel",Safe Email
"Hi Sam, you have a pending payment that must be cleared to avoid penalties. Pay now. Thanks, Accounts Team",Phishing Email
"Dear Casey, I hope this message finds you well. Just a quick note to remind you of our meeting scheduled for Friday at noon. Best regards, Mia",Safe Email
"Hello Drew, reset your email password immediately to avoid being locked out. Click here. Thanks, Email Admin",Phishing Email
"Hello Alex, please review the attached invoice for this month's services. Thank you, Emily",Safe Email
"Hello Casey, reset your email password immediately to avoid being locked out. Click here. Thanks, Email Admin",Phishing Email
"Hello Morgan, looking forward to seeing you at the workshop next week. Let’s catch up then. Regards, Daniel",Safe Email
"Hi Sam, thank you for attending the recent seminar. Your participation made a difference. Cheers, Olivia",Safe Email
"Hello Casey, reset your email password immediately to avoid being locked out. Click here. Thanks, Email Admin",Phishing Email
"Hi Casey, your tax refund is ready. Submit your details to receive it now. Regards, Finance Office",Phishing Email
"Hello Casey, reset your email password immediately to avoid being locked out. Click here. Thanks, Email Admin",Phishing Email
"Hi Sam, your tax refund is ready. Submit your details to receive it now. Regards, Finance Office",Phishing Email
"Dear Casey, your cloud storage is almost full. Upgrade your plan here to avoid data loss. Best, Cloud Services",Phishing Email
"Hello John, looking forward to seeing you at the workshop next week. Let’s catch up then. Regards, Olivia",Safe Email
"Hi Drew, you have a pending payment that must be cleared to avoid penalties. Pay now. Thanks, Accounts Team",Phishing Email
"Hi Casey, your payment could not be processed. Please update your billing details at this link. Thanks, Billing Dept.",Phishing Email
"Dear Sam, your subscription has been extended successfully. We appreciate your continued support. Sincerely, Mia",Safe Email
"Hi Drew, your payment could not be processed. Please update your billing details at this link. Thanks, Billing Dept.",Phishing Email
"Hi Alex, thank you for attending the recent seminar. Your participation made a difference. Cheers, Ava",Safe Email
"Hi John, your tax refund is ready. Submit your details to receive it now. Regards, Finance Office",Phishing Email
"Dear Alex, we couldn't deliver your package due to incorrect address. Confirm it here. Sincerely, Courier Service",Phishing Email
"Dear Sam, your account has been flagged for suspicious activity. Click here to verify now. Sincerely, Support Team",Phishing Email
"Dear Drew, your cloud storage is almost full. Upgrade your plan here to avoid data loss. Best, Cloud Services",Phishing Email
"Dear Casey, access your confidential report by logging in here. It's only available for 24 hours. Regards, Admin",Phishing Email
"Hi Jordan, as discussed, here's the document we talked about. Let me know your thoughts. Warm wishes, Sophia",Safe Email
"Dear Morgan, access your confidential report by logging in here. It's only available for 24 hours. Regards, Admin",Phishing Email
"Hi Sam, your payment could not be processed. Please update your billing details at this link. Thanks, Billing Dept.",Phishing Email
"Dear John, we couldn't deliver your package due to incorrect address. Confirm it here. Sincerely, Courier Service",Phishing Email
"Dear Jordan, we couldn't deliver your package due to incorrect address. Confirm it here. Sincerely, Courier Service",Phishing Email
"Dear Jane, access your confidential report by logging in here. It's only available for 24 hours. Regards, Admin",Phishing Email
"Dear Sam, access your confidential report by logging in here. It's only available for 24 hours. Regards, Admin",Phishing Email
"Dear Taylor, your cloud storage is almost full. Upgrade your plan here to avoid data loss. Best, Cloud Services",Phishing Email
"Hi Alex, just checking in to ensure everything is running smoothly on your end. Best, Mia",Safe Email
"Dear Jane, you've been selected to receive a $1000 gift card. Claim your reward here. Best, Rewards Center",Phishing Email
"Hello Drew, we've noticed unusual login attempts on your account. Confirm your identity here. Regards, IT Admin",Phishing Email
"Hello Jane, looking forward to seeing you at the workshop next week. Let’s catch up then. Regards, Ethan",Safe Email
"Dear Jordan, your account has been flagged for suspicious activity. Click here to verify now. Sincerely, Support Team",Phishing Email
"Dear Alex, your cloud storage is almost full. Upgrade your plan here to avoid data loss. Best, Cloud Services",Phishing Email
"Dear Jane, access your confidential report by logging in here. It's only available for 24 hours. Regards, Admin",Phishing Email
"Dear Drew, your account has been flagged for suspicious activity. Click here to verify now. Sincerely, Support Team",Phishing Email
"Hi Drew, as discussed, here's the document we talked about. Let me know your thoughts. Warm wishes, Ethan",Safe Email
"Hi Sam, your payment could not be processed. Please update your billing details at this link. Thanks, Billing Dept.",Phishing Email
"Hello Taylor, we're excited to share the latest updates from our team. Hope you find them useful. Best, Sophia",Safe Email
"Dear Casey, thank you for your prompt response. We'll proceed as agreed. Warm regards, Emily",Safe Email
"Hi Taylor, your payment could not be processed. Please update your billing details at this link. Thanks, Billing Dept.",Phishing Email
"Dear Jane, please find attached your performance summary for this quarter. Let me know if you have questions. Regards, Ava",Safe Email
"Hi Casey, your payment could not be processed. Please update your billing details at this link. Thanks, Billing Dept.",Phishing Email
"Dear Chris, access your confidential report by logging in here. It's only available for 24 hours. Regards, Admin",Phishing Email
"Dear Morgan, we couldn't deliver your package due to incorrect address. Confirm it here. Sincerely, Courier Service",Phishing Email
"Dear Alex, your cloud storage is almost full. Upgrade your plan here to avoid data loss. Best, Cloud Services",Phishing Email
"Hello Sam, we're excited to share the latest updates from our team. Hope you find them useful. Best, Daniel",Safe Email
"Hi Jane, as discussed, here's the document we talked about. Let me know your thoughts. Warm wishes, Emily",Safe Email
"Dear John, your cloud storage is almost full. Upgrade your plan here to avoid data loss. Best, Cloud Services",Phishing Email
"Hi Alex, your tax refund is ready. Submit your details to receive it now. Regards, Finance Office",Phishing Email
"Hi Casey, as discussed, here's the document we talked about. Let me know your thoughts. Warm wishes, Ava",Safe Email
"Dear Alex, your account has been flagged for suspicious activity. Click here to verify now. Sincerely, Support Team",Phishing Email
"Hi Alex, just checking in to ensure everything is running smoothly on your end. Best, Michael",Safe Email
"Hello Casey, please review the attached invoice for this month's services. Thank you, Noah",Safe Email
"Hi Sam, just checking in to ensure everything is running smoothly on your end. Best, Michael",Safe Email
"Dear Sam, access your confidential report by logging in here. It's only available for 24 hours. Regards, Admin",Phishing Email
"Hi Drew, your payment could not be processed. Please update your billing details at this link. Thanks, Billing Dept.",Phishing Email
"Dear Chris, please find attached your performance summary for this quarter. Let me know if you have questions. Regards, Ava",Safe Email
"Hello Jordan, we're excited to share the latest updates from our team. Hope you find them useful. Best, Mia",Safe Email
"Hello Morgan, reset your email password immediately to avoid being locked out. Click here. Thanks, Email Admin",Phishing Email
"Hello Sam, reset your email password immediately to avoid being locked out. Click here. Thanks, Email Admin",Phishing Email
"Dear Sam, we couldn't deliver your package due to incorrect address. Confirm it here. Sincerely, Courier Service",Phishing Email
"Hi Chris, as discussed, here's the document we talked about. Let me know your thoughts. Warm wishes, Michael",Safe Email
"Dear Casey, your subscription has been extended successfully. We appreciate your continued support. Sincerely, Mia",Safe Email
"Hello John, we've noticed unusual login attempts on your account. Confirm your identity here. Regards, IT Admin",Phishing Email
"Hi Taylor, you have a pending payment that must be cleared to avoid penalties. Pay now. Thanks, Accounts Team",Phishing Email
"Dear Chris, your account has been flagged for suspicious activity. Click here to verify now. Sincerely, Support Team",Phishing Email
"Hi Casey, your payment could not be processed. Please update your billing details at this link. Thanks, Billing Dept.",Phishing Email
"Dear Jordan, you've been selected to receive a $1000 gift card. Claim your reward here. Best, Rewards Center",Phishing Email
"Dear Casey, your cloud storage is almost full. Upgrade your plan here to avoid data loss. Best, Cloud Services",Phishing Email
"Hi Jane, as discussed, here's the document we talked about. Let me know your thoughts. Warm wishes, Mia",Safe Email
"Dear Drew, I hope this message finds you well. Just a quick note to remind you of our meeting scheduled for next Monday at 3 PM. Best regards, Noah",Safe Email
"Hi Casey, your payment could not be processed. Please update your billing details at this link. Thanks, Billing Dept.",Phishing Email
"Dear John, thank you for your prompt response. We'll proceed as agreed. Warm regards, Daniel",Safe Email
"Hi Taylor, as discussed, here's the document we talked about. Let me know your thoughts. Warm wishes, Emily",Safe Email
"Hi Jordan, your payment could not be processed. Please update your billing details at this link. Thanks, Billing Dept.",Phishing Email
"Hi Jordan, thank you for attending the recent seminar. Your participation made a difference. Cheers, Noah",Safe Email
"Dear Drew, your account has been flagged for suspicious activity. Click here to verify now. Sincerely, Support Team",Phishing Email
"Hi Alex, you have a pending payment that must be cleared to avoid penalties. Pay now. Thanks, Accounts Team",Phishing Email
"Dear Jane, access your confidential report by logging in here. It's only available for 24 hours. Regards, Admin",Phishing Email
"Dear Sam, thank you for your prompt response. We'll proceed as agreed. Warm regards, Olivia",Safe Email
"Hi Casey, your tax refund is ready. Submit your details to receive it now. Regards, Finance Office",Phishing Email
"Dear Chris, you've been selected to receive a $1000 gift card. Claim your reward here. Best, Rewards Center",Phishing Email
"Dear Casey, access your confidential report by logging in here. It's only available for 24 hours. Regards, Admin",Phishing Email
"Dear Chris, your cloud storage is almost full. Upgrade your plan here to avoid data loss. Best, Cloud Services",Phishing Email
"Hi Drew, just checking in to ensure everything is running smoothly on your end. Best, Mia",Safe Email
"Dear Taylor, access your confidential report by logging in here. It's only available for 24 hours. Regards, Admin",Phishing Email
"Hi Sam, your payment could not be processed. Please update your billing details at this link. Thanks, Billing Dept.",Phishing Email
"Hi Casey, as discussed, here's the document we talked about. Let me know your thoughts. Warm wishes, Ava",Safe Email
"Dear Chris, your cloud storage is almost full. Upgrade your plan here to avoid data loss. Best, Cloud Services",Phishing Email
"Dear Taylor, your account has been flagged for suspicious activity. Click here to verify now. Sincerely, Support Team",Phishing Email
"Dear John, your account has been flagged for suspicious activity. Click here to verify now. Sincerely, Support Team",Phishing Email
"Dear Casey, access your confidential report by logging in here. It's only available for 24 hours. Regards, Admin",Phishing Email
"Dear John, your subscription has been extended successfully. We appreciate your continued support. Sincerely, Mia",Safe Email
"Dear Drew, your cloud storage is almost full. Upgrade your plan here to avoid data loss. Best, Cloud Services",Phishing Email
"Dear Jane, thank you for your prompt response. We'll proceed as agreed. Warm regards, Daniel",Safe Email
"Hello Drew, please review the attached invoice for this month's services. Thank you, Mia",Safe Email
"Dear John, access your confidential report by logging in here. It's only available for 24 hours. Regards, Admin",Phishing Email
"Hi Taylor, thank you for attending the recent seminar. Your participation made a difference. Cheers, Mia",Safe Email
"Dear Taylor, your subscription has been extended successfully. We appreciate your continued support. Sincerely, Noah",Safe Email
"Dear Sam, your subscription has been extended successfully. We appreciate your continued support. Sincerely, Ava",Safe Email
"Hello Alex, please review the attached invoice for this month's services. Thank you, Mia",Safe Email
